sex,race,incomeBefore,incomeAfter,binBefore,binAfter
female,white,365851.59794556315,408464.63501491625,16,20
female,white,284463.4607851779,317596.7095324443,9,12
female,white,392981.5340940732,438754.56549248664,18,22
female,white,366968.8274497763,409711.99526762235,16,20
female,white,405528.9366381907,452763.4429426564,19,23
female,white,372715.7347385467,416128.2810002911,17,20
female,white,377190.4209018691,421124.16200989025,17,21
female,white,344808.7328037486,384970.7749960287,14,18
female,white,313191.1889759548,349670.5369426485,12,15
female,white,337630.15416497627,376956.06214503193,14,17
female,white,376385.1182345191,420225.0606749698,17,21
female,white,417898.4901215211,466573.75613313715,20,24
female,white,350308.9590391532,391111.6471812536,15,18
female,white,431464.76175790845,481720.1767681364,21,26
female,white,382146.2925900553,426657.2752494202,17,21
female,white,370414.9342444958,413559.49179909023,16,20
female,white,315571.41523244424,352328.00312448153,12,15
female,white,402735.5759299974,449644.7219406315,19,23
female,white,349297.91969512287,389982.84572469554,15,18
female,white,382887.467001057,427484.7789065649,17,21
female,white,400090.9717471271,446692.0840722143,19,23
female,white,388909.1891928354,434207.8889627686,18,22
female,white,374158.4095503072,417738.99322278803,17,20
female,white,353650.0130471406,394841.85476706485,15,18
female,white,363685.3482973368,406046.06864296994,16,19
female,white,407533.2982499224,455001.2651601112,20,23
female,white,396739.33682269714,442950.06314406125,19,22
female,white,388218.7687806622,433437.05094197317,18,22
female,white,377826.27448258904,421834.0774571104,17,21
female,white,414502.1800730689,462781.8564882298,20,24
female,white,421826.1349092066,470958.8784168148,21,25
female,white,483664.3530047468,539999.7827786047,26,30
female,white,384970.4802318495,429810.41379192483,18,21
female,white,408215.37104834564,455762.78326807084,20,23
female,white,358597.24813500105,400365.3254470989,16,19
female,white,444280.5651460414,496028.71739704895,23,27
female,white,373019.33638152643,416467.24503649055,17,20
female,white,377105.0069813597,421028.7993927472,17,21
female,white,347467.83088716253,387939.5949607625,15,18
female,white,353484.015416311,394656.52234793396,15,18
female,white,426830.69055496843,476546.3461407145,21,25
female,white,364293.3609776745,406724.9003850019,16,19
female,white,316534.24219514016,353402.97660036234,12,15
female,white,387585.26650397596,432729.7606699589,18,22
female,white,409180.6457642297,456840.4896023518,20,24
female,white,423969.0622628431,473351.40599980723,21,25
female,white,350564.7189495379,391397.1970573055,15,18
female,white,451830.41807126784,504457.9491862122,23,27
female,white,401130.4292935177,447852.6137779315,19,23
female,white,416854.87163033953,465408.58083121385,20,24
female,white,349290.7067812832,389974.7926774068,15,18
female,white,342348.6003730437,382224.0954652049,14,17
female,white,462220.1901160615,516057.8833398312,24,28
female,white,356548.3792273511,398077.811888989,15,19
female,white,437290.9351762664,488224.9612551439,22,26
female,white,380894.83603731624,425260.0536794664,17,21
female,white,383403.91372600733,428061.37943037314,18,21
female,white,348851.31305025856,389484.2199944427,15,18
female,white,460743.3101283764,514408.9818493958,24,28
female,white,410513.68734807,458328.7989252047,20,24
female,white,361042.07382874377,403094.9153690166,16,19
female,white,367644.7723405766,410466.6717120096,16,20
female,white,449726.2578588794,502108.7041972808,23,27
female,white,361293.47061554383,403375.5939210329,16,19
female,white,430820.7049443998,481001.1026060009,21,26
female,white,428570.5660559706,478488.87588632456,21,25
female,white,387884.984269096,433064.3884486121,18,22
female,white,343144.1032294614,383112.25554356637,14,18
female,white,360220.26972109615,402177.39056724164,16,19
female,white,385378.3568905872,430265.79841092875,18,21
female,white,435335.2525908846,486041.4880164623,22,26
female,white,363780.8227296911,406152.66358305997,16,19
female,white,412690.84931554116,460759.5486428642,20,24
female,white,383001.9372022121,427612.5821721443,18,21
female,white,410087.16694210825,457852.5990044557,20,24
female,white,364176.67894919607,406594.62766665686,16,19
female,white,377873.3190759222,421886.60163017164,17,21
female,white,394915.98162727925,440914.33029888244,18,22
female,white,341951.1876367157,381780.3935674791,14,17
female,white,353626.173844859,394815.23886292864,15,18
female,white,339192.2704396053,378700.1279289461,14,17
female,white,409751.58266029746,457477.9271102879,20,24
female,white,419383.47805044585,468231.70994773286,20,24
female,white,314406.9203025926,351027.872144681,12,15
female,white,418645.5121592969,467407.7885269319,20,24
female,white,334759.9357415117,373751.5313261506,14,17
female,white,382893.9872608098,427492.058621988,17,21
female,white,425250.2628708732,474781.83610228216,21,25
female,white,333094.4128212452,371892.01447408303,13,17
female,white,368829.93543104036,411789.87820310565,16,20
female,white,430110.8167554865,480208.52927404287,21,25
female,white,337712.1856208268,377047.64832057926,14,17
female,white,444923.22858924285,496746.23589427245,23,27
female,white,383407.648253299,428065.5489415512,18,21
female,white,426380.6537121209,476043.89067574113,21,25
female,white,383452.904392588,428116.07634807524,18,21
female,white,414992.6750934147,463329.48254914436,20,24
female,white,433471.1664064812,483960.27998778515,22,26
female,white,407399.11734063935,454851.4553562343,19,23
female,white,347062.767799602,387487.35162727005,15,18
female,white,335257.58465956,374307.1445442358,14,17
female,white,453948.5467434287,506822.7896292968,23,28
female,white,424372.3801888039,473801.7009017501,21,25
female,white,359949.87178984086,401875.49768794526,16,19
female,white,412015.7214777309,460005.7844187686,20,24
female,white,372817.9233886834,416242.37220534566,17,20
female,white,435265.9637713537,485964.12869224674,22,26
female,white,442520.10636880196,494063.20691153535,22,27
female,white,377938.2171940389,421959.058840359,17,21
female,white,387772.4091144039,432938.7009574783,18,22
female,white,373612.4573814562,417129.4505704187,17,20
female,white,444084.8807361784,495810.2403929805,22,27
female,white,400055.8420474006,446652.86259537085,19,23
female,white,382280.2437192561,426806.82850928314,17,21
female,white,410331.3096780762,458125.1785807065,20,24
female,white,335938.032935495,375066.8489113538,14,17
female,white,337279.88957462914,376565.0000344434,14,17
female,white,349655.7131806831,390382.3136682845,15,18
female,white,400239.79028381564,446858.2364400413,19,23
female,white,361980.92585230723,404143.1213937855,16,19
female,white,329572.9104159534,367960.3405309895,13,16
female,white,432926.78666971944,483352.49291856214,22,26
female,white,398492.14926790656,444907.03668115265,19,23
female,white,422193.26924240123,471368.7751953225,21,25
female,white,322485.3685134533,360047.2680376219,13,16
female,white,394243.76277974265,440163.8138934573,18,22
female,white,443146.4208816438,494762.47221563425,22,27
female,white,431617.37388317665,481890.5645876692,21,26
female,white,383629.5279371808,428313.27234798955,18,21
female,white,384038.6579151617,428770.0562682131,18,21
female,white,464232.37299730716,518304.43781926134,24,29
female,white,413765.97527050634,461959.9012810814,20,24
female,white,403349.8132022423,450330.5032919471,19,23
female,white,440351.4254935284,491641.9261322335,22,26
female,white,391073.9393925953,436624.781236053,18,22
female,white,414176.3201981324,462418.0416637782,20,24
female,white,375460.08511006617,419192.2831234212,17,20
female,white,379665.5111783185,423887.54162084754,17,21
female,white,392777.25126273604,438526.488554705,18,22
female,white,417439.3941454637,466061.1863607207,20,24
female,white,387099.85699255136,432187.81245918106,18,22
female,white,384952.59762947104,429790.4482903536,18,21
female,white,450490.3176392902,502961.7588267743,23,27
female,white,390776.476465567,436292.67093066854,18,22
female,white,372560.4984479557,415954.9633623926,17,20
female,white,354654.61096109083,395963.46451966045,15,19
female,white,476650.8612552323,532169.385525367,25,30
female,white,390184.5466471431,435631.7953226496,18,22
female,white,330546.0893209634,369046.87170502666,13,16
female,white,404456.2258981303,451565.7868346173,19,23
female,white,479255.85487397824,535077.7991380788,25,30
female,white,359239.55930683704,401082.45064169494,16,19
female,white,308382.6897516296,344301.96156491915,11,14
female,white,461364.1170967419,515102.098110667,24,28
female,white,424044.1915360438,473435.28605207213,21,25
female,white,400740.1667098129,447416.8948560842,19,23
female,white,353981.8372443307,395212.3286159027,15,19
female,white,396526.2101868984,442712.1123082788,19,22
female,white,402018.50833408686,448844.13297097996,19,23
female,white,448590.6933562552,500840.873353559,23,27
female,white,392803.88380727364,438556.2231592417,18,22
female,white,326602.0488625945,364643.444043761,13,16
female,white,440338.0375838605,491626.97884850757,22,26
female,white,372923.71992661286,416360.49153158034,17,20
female,white,370783.4474764969,413970.92808542267,17,20
female,white,374486.6569314459,418105.4736413084,17,20
female,white,436454.86180313776,487291.5051567739,22,26
female,white,404247.2221511284,451332.43910642574,19,23
female,white,400726.9889831125,447402.18223665806,19,23
female,white,380017.4770671753,424280.5031908855,17,21
female,white,437683.6833159395,488663.455241299,22,26
female,white,355012.90322242794,396363.48933457874,15,19
female,white,387324.1006315959,432438.1751655109,18,22
female,white,432988.2472880565,483421.11224174616,22,26
female,white,377049.49481795955,420966.82137846644,17,21
female,white,426831.90344378084,476547.70030231675,21,25
female,white,371486.229776482,414755.567860868,17,20
female,white,389330.5134707424,434678.287529741,18,22
female,white,414772.8767452109,463084.0829046434,20,24
female,white,409469.92122522526,457163.45879602985,20,24
female,white,461714.83019883407,515493.660973985,24,28
female,white,423729.5173123811,473083.9597420634,21,25
female,white,400399.8599250875,447036.9503993795,19,23
female,white,370968.49375716655,414177.52787046944,17,20
female,white,420633.1151956993,469626.9001923658,21,25
female,white,413742.6074444406,461933.8116573142,20,24
female,white,375903.606455867,419687.4641904199,17,21
female,white,393196.22313672357,438994.26071847527,18,22
female,white,384913.32331510657,429746.5994495328,18,21
female,white,411296.62492587545,459202.9301679097,20,24
female,white,399409.54854882235,445931.2912273853,19,23
female,white,386395.128025242,431400.9992758223,18,21
female,white,445115.9932060026,496961.45301856735,23,27
female,white,382779.02362453734,427363.704447799,17,21
female,white,440359.28088841203,491650.69649437506,22,26
female,white,372448.82908513973,415830.2871664128,17,20
female,white,394677.83766201255,440648.4482078928,18,22
female,white,310708.1234074652,346898.25310721714,12,15
female,white,437038.7200226442,487943.3690159736,22,26
female,white,432730.93914597505,483133.83380171243,22,26
female,white,326936.77144088066,365017.15386637393,13,16
female,white,414171.15727236,462412.2773795627,20,24
female,white,323020.93182309024,360645.2117749916,13,16
female,white,389977.7852129193,435400.951083511,18,22
female,white,417832.4667734053,466500.0426303342,20,24
female,white,413581.6263161076,461754.08004428283,20,24
female,white,453608.38771920686,506443.0101436911,23,28
female,white,421741.9529556083,470864.8912615189,21,25
female,white,399453.4390224971,445980.29390063,19,23
female,white,342025.91348879674,381863.8232096287,14,17
female,white,374792.83005284023,418447.3086721897,17,20
female,white,338433.69399807346,377853.1953173048,14,17
female,white,419742.83216970885,468632.9203018495,21,24
female,white,310640.6578512779,346822.9294132963,12,15
female,white,354697.11892111076,396010.9236491881,15,19
female,white,344652.81828129553,384796.7001283366,14,18
female,white,404133.4491278062,451205.4142233671,19,23
female,white,415587.3606777067,463993.4349044176,20,24
female,white,328136.04738476244,366356.11702370516,13,16
female,white,397697.20042044774,444019.4951406587,19,22
female,white,377977.1941721653,422002.57571231964,17,21
female,white,323936.936263122,361667.90901444794,13,16
female,white,421598.1072705547,470704.2909646394,21,25
female,white,416604.57400213124,465129.129463705,20,24
female,white,458232.8251106229,511606.0848489577,24,28
female,white,362866.91072739183,405132.3025007217,16,19
female,white,400148.583661902,446756.40640912135,19,23
female,black,337042.8516289214,367163.2100810365,14,16
female,black,381295.94270340644,415371.0474417449,17,20
female,black,304709.9761975574,331940.8569673139,11,13
female,black,389554.7007699724,424367.86226320715,18,21
female,black,393104.05367111764,428234.4086047083,18,21
female,black,425594.98849981325,463628.9463395474,21,24
female,black,479318.67467620794,522153.733257825,25,29
female,black,364500.39836107724,397074.5431664445,16,19
female,black,399323.7082172684,435009.8922493639,19,22
female,black,372285.187613135,405555.0322133886,17,19
female,black,317164.5116486297,345508.41134262044,12,14
female,black,324777.71026758227,353801.9752927519,13,15
female,black,374835.3318477817,408333.0740523931,17,20
female,black,377135.31906598515,410838.6032042491,17,20
female,black,364184.05449819274,396729.9287424187,16,19
female,black,382426.5074106086,416602.64682174794,17,20
female,black,393524.89807522146,428692.86242329143,18,21
female,black,431858.61482558533,470452.3313702751,21,25
female,black,292197.18703878525,318309.8429511491,10,12
female,black,337227.5281428403,367364.390498747,14,16
female,black,392428.89717058185,427498.91569380474,18,21
female,black,393744.13305265,428931.68967533275,18,21
female,black,450763.6560381153,491046.85098331526,23,26
female,black,376194.8355044819,409814.07186705834,17,20
female,black,427452.3436779317,465652.2869508754,21,24
female,black,416778.25211891724,454024.2886041799,20,23
female,black,366570.76549956755,399329.93188316264,16,19
female,black,364156.0230196367,396699.3921871997,16,19
female,black,406699.6106352255,443044.9536545624,19,22
female,black,352652.50808587484,384167.8477563291,15,18
female,black,355711.49772583635,387500.20876142016,15,18
female,black,359009.48980393255,391092.9310291181,16,18
female,black,367083.6518304978,399888.6530984649,16,19
female,black,365284.1337012284,397928.3182337783,16,19
female,black,335223.03367948905,365180.76127119694,14,16
female,black,405765.85130436346,442027.74746933853,19,22
female,black,343319.5099671103,374000.79175023217,14,17
female,black,410381.91934785736,447056.3376103564,20,23
female,black,370500.0207113458,403610.33109593845,16,19
female,black,327099.5153413915,356331.2720868012,13,15
female,black,353581.0548133568,385179.37550576753,15,18
female,black,372762.9346968831,406075.47390805156,17,19
female,black,389433.861849038,424236.2243842295,18,21
female,black,359434.720527377,391556.16315728915,16,18
female,black,404121.3697535751,440236.3042680116,19,22
female,black,308816.1845242147,336414.0229851972,11,14
female,black,426910.54570063483,465062.0703549788,21,24
female,black,392648.67247392575,427738.33155882696,18,21
female,black,334467.09556884324,364357.26757600094,14,16
female,black,361209.88933021366,393489.97268012934,16,18
female,black,422927.8569033661,460723.4623812695,21,24
female,black,416116.5735125575,453303.47806042014,20,23
female,black,309125.8562803649,336751.369039297,11,14
female,black,428116.8399617533,466376.16697822424,21,24
female,black,413627.65078169364,450592.12888006796,20,23
female,black,328457.2913021754,357810.3878073183,13,15
female,black,410600.0173390514,447293.9262676206,20,23
female,black,440977.1677542731,480385.7779584761,22,25
female,black,371090.18644249183,404253.2379052066,17,19
female,black,401904.50591055024,437821.32694099285,19,22
female,black,352535.8068184143,384040.71729866095,15,18
female,black,341872.9048030241,372424.9084665526,14,17
female,black,339037.72463778144,369336.3580178558,14,16
female,black,313963.13387668045,342020.9374687491,12,14
female,black,372660.5018234299,405963.8869616051,17,19
female,black,309620.0082695476,337289.68168927415,12,14
female,black,384479.5461411093,418839.1585503553,18,20
female,black,397748.5378770693,433293.9543627219,19,22
female,black,328552.56158064137,357914.1720623406,13,15
female,black,366953.62461738643,399747.00580129446,16,19
female,black,413990.0893723757,450986.95735890657,20,23
female,black,343491.6805574874,374188.34863309993,14,17
female,black,339261.5486201859,369580.18437843735,14,16
female,black,416412.2932941882,453625.6253001057,20,23
female,black,341240.85290282057,371736.3722656067,14,17
female,black,410003.68124313303,446644.2976693389,20,23
female,black,389723.2534085806,424551.4778704213,18,21
female,black,332498.71308778075,362212.97753418196,13,16
female,black,346716.12430827064,377700.9498128656,15,17
female,black,342352.32205857703,372947.1695905205,14,17
female,black,366674.80283591227,399443.2666778215,16,19
female,black,357425.745516716,389367.6529713529,15,18
female,black,361853.9930049448,394191.637681171,16,18
female,black,366908.8964976055,399698.28048354835,16,19
female,black,353353.9941176896,384932.02317801013,15,18
female,black,366941.15542177146,399733.42227662686,16,19
female,black,511529.6680713934,557243.3121577103,28,32
female,black,394321.8691162678,429561.056020509,18,21
female,black,391587.7839222821,426582.6350523526,18,21
female,black,419246.7748786004,456713.41473821003,20,24
female,black,374958.7515305582,408467.52332700737,17,20
female,black,434100.60128388915,472894.67643414653,22,25
female,black,389170.8056925114,423949.6598052892,18,21
female,black,388943.419323939,423701.95270036114,18,21
female,black,460885.9917189141,502073.7849298977,24,27
female,black,344771.4204785989,375582.4545019332,14,17
female,black,384082.4211806428,418406.5439003679,18,20
female,black,409296.6458656087,445874.076976041,20,23
female,black,427917.8171898431,466159.3582268723,21,24
female,black,390662.2067277645,425574.34221280867,18,21
female,hispanic,331998.64481347066,376062.59325572144,13,17
female,hispanic,298937.164893088,338613.08534367406,11,14
female,hispanic,302780.13864418346,342966.11116841075,11,14
female,hispanic,284067.0315273342,321769.3391328253,9,13
female,hispanic,304580.3964451408,345005.30508601613,11,14
female,hispanic,334587.48976975563,378995.03820092446,14,17
female,hispanic,335400.6620922198,379916.137419632,14,17
female,hispanic,324044.65117266827,367052.9195054558,13,16
female,hispanic,257000.9532665718,291110.9622417892,7,10
female,hispanic,368126.93598840386,416985.9496651326,16,20
female,hispanic,368208.0925905161,417077.8776375112,16,20
female,hispanic,328683.7089422308,372307.68822918046,13,17
female,hispanic,385391.2981337126,436541.69454752037,18,22
female,hispanic,314947.5832231968,356748.458877239,12,15
female,hispanic,318092.89220003394,360311.2235719095,12,16
female,hispanic,352055.2204863164,398781.1433979898,15,19
female,hispanic,320656.88310327736,363215.5157526789,12,16
female,hispanic,328709.98527314607,372337.4520408695,13,17
female,hispanic,314167.6249742873,355864.9820128051,12,15
female,hispanic,293438.36141362996,332384.4626411615,10,13
female,hispanic,306718.0652609736,347426.6923144358,11,15
female,hispanic,263303.3173278354,298249.7967206229,8,11
female,hispanic,287681.9500739302,325864.0415187489,10,13
female,hispanic,315443.535143966,357310.23516267963,12,15
female,hispanic,265192.1944385649,300389.3717932904,8,11
female,hispanic,281912.21310405695,319328.52614484425,9,12
female,hispanic,299385.0607222162,339120.4273754616,11,14
female,hispanic,283960.7180379452,321648.9153686255,9,12
female,hispanic,290840.0232581338,329441.26452822896,10,13
female,hispanic,299438.98010149953,339181.5031115129,11,14
female,hispanic,324292.19322061096,367333.31614545255,13,16
female,hispanic,327915.1186648885,371437.0881307648,13,17
female,hispanic,287884.03334692336,326092.9459461694,10,13
female,hispanic,297901.0696939248,337439.4761933234,11,14
female,hispanic,268856.6342736273,304540.1680954181,8,11
female,hispanic,288060.7384698957,326293.1039523079,10,13
female,hispanic,343893.4126735614,389536.07369764836,14,18
female,hispanic,304372.5280529275,344769.8477193888,11,14
female,hispanic,267928.22768199083,303488.5403375919,8,11
female,hispanic,252655.6038016763,286188.8837517126,7,10
female,hispanic,348328.30683524604,394559.5815502024,15,18
female,hispanic,326594.8399367,369941.57768185355,13,16
female,hispanic,318323.340219392,360572.25740781304,12,16
female,hispanic,333755.8561672291,378053.027460548,13,17
female,hispanic,308271.06202690955,349185.80790192186,11,15
female,hispanic,297589.7990160894,337086.89265077,11,14
female,hispanic,304144.70751776086,344511.7900959915,11,14
female,hispanic,387448.5296625531,438871.968588542,18,22
female,hispanic,252029.1163449369,285479.24682606803,7,10
female,hispanic,347827.59336026845,393992.41174147034,15,18
female,hispanic,284119.6233448029,321828.9111087062,9,13
female,hispanic,332353.74081479636,376464.81876235956,13,17
female,hispanic,312584.4543775533,354071.68782478676,12,15
female,hispanic,338859.38626866473,383833.9148065876,14,18
female,hispanic,339131.06057218794,384141.64661423187,14,18
female,hispanic,309082.1282372032,350104.52147834765,11,15
female,hispanic,331006.7254634975,374939.02311807516,13,17
female,hispanic,341893.73324609513,387270.990261553,14,18
female,hispanic,289576.349429274,328009.871766438,10,13
female,hispanic,298276.74560634576,337865.013044319,11,14
female,hispanic,387197.66144063376,438587.80431385513,18,22
female,hispanic,314932.21885837277,356731.0553035506,12,15
female,hispanic,332775.7801283599,376942.8725170782,13,17
female,hispanic,279579.0140539253,316685.6572684749,9,12
female,hispanic,295031.79665520525,334189.3838313325,10,14
female,hispanic,328546.983395398,372152.81601958117,13,17
female,hispanic,342412.22137157246,387858.293830665,14,18
female,hispanic,288353.6374730966,326624.8774713463,10,13
female,hispanic,280046.437221254,317215.1183708002,9,12
female,hispanic,285874.248594916,323816.41597373434,10,13
female,hispanic,371577.3010220776,420894.258456487,17,21
female,hispanic,308321.996192703,349243.50221716333,11,15
female,hispanic,356461.93075775326,403772.72670199466,15,19
female,hispanic,336024.7857162183,380623.0967769056,14,17
female,hispanic,237843.95507664984,269411.3844548232,6,8
female,hispanic,368602.4604906102,417524.58733805694,16,20
female,hispanic,269843.2045421195,305657.67920395476,8,11
female,hispanic,332320.02982587245,376426.63354047993,13,17
female,hispanic,263207.8792852932,298141.69182822545,8,11
female,hispanic,320079.2050947675,362561.16642523184,12,16
female,hispanic,358333.91304877994,405893.1646191067,15,19
female,hispanic,384904.0315408988,435989.75633523223,18,22
female,hispanic,311447.0600692396,352783.33481545723,12,15
female,hispanic,286781.1969059071,324843.7374375669,10,13
female,hispanic,305329.5445892343,345853.8826275263,11,14
female,hispanic,287241.5226589289,325365.15913349285,10,13
female,hispanic,286176.35535096127,324158.61932875786,10,13
female,hispanic,331109.0554666529,375054.9346946905,13,17
female,hispanic,307592.8455385082,348417.5762979637,11,15
female,hispanic,310650.5636514697,351881.12478217913,12,15
female,hispanic,350185.89347492164,396663.71317792655,15,19
female,hispanic,319296.0947351064,361674.1190915747,12,16
female,hispanic,312448.0906720769,353917.22548131476,12,15
female,hispanic,320818.6002597162,363398.69654023455,12,16
female,hispanic,293488.23602956237,332440.9567796111,10,13
female,hispanic,285505.39146074926,323398.602911595,10,13
female,hispanic,341277.681460823,386573.17406390124,14,18
female,hispanic,302312.52943184564,342436.4393285729,11,14
female,hispanic,258090.57519459378,292345.2023639152,7,10
female,hispanic,302677.48268548993,342849.83037436975,11,14
